id,price
0,4291.0498046875
1,1112.843505859375
2,16823.00390625
3,6354.8896484375
4,1505.3450927734375
5,1817.780517578125
6,1874.21875
7,1905.4437255859373
8,3828.553955078125
9,17310.5859375
10,3465.290283203125
11,600.232421875
12,634.9917602539062
13,3967.198974609375
14,811.5559692382812
15,4422.3720703125
16,1656.50927734375
17,3986.931640625
18,556.6098022460939
19,3758.051513671875
20,719.975341796875
21,8731.5615234375
22,595.6474609375
23,11332.8828125
24,4387.17919921875
25,7051.1455078125
26,5331.4658203125
27,542.57666015625
28,2177.605712890625
29,15118.259765625
30,660.0885009765625
31,4392.77001953125
32,9322.7109375
33,6047.1396484375
34,1438.8018798828125
35,1639.66796875
36,583.4456787109375
37,2251.85107421875
38,17174.1328125
39,396.8301086425781
40,900.94677734375
41,5856.69921875
42,2297.05029296875
43,5239.31005859375
44,1565.164306640625
45,1304.029052734375
46,5461.658203125
47,5654.03759765625
48,3636.39892578125
49,1302.2607421875
50,540.6715698242189
51,669.5796508789062
52,463.2681884765625
53,2712.342041015625
54,4801.21728515625
55,780.9482421875
56,4266.2890625
57,1900.7015380859373
58,2141.385009765625
59,692.252197265625
60,6272.70361328125
61,7621.22216796875
62,1427.1165771484375
63,4141.39990234375
64,3900.508544921875
65,6868.85400390625
66,2368.48583984375
67,3420.68408203125
68,717.2972412109375
69,703.3301391601562
70,5283.5537109375
71,4810.54638671875
72,796.8134765625
73,5023.93310546875
74,2711.469970703125
75,16781.2109375
76,16816.435546875
77,12956.5927734375
78,789.016357421875
79,11071.203125
80,3773.887451171875
81,6558.16259765625
82,6577.79833984375
83,14148.6806640625
84,6762.5302734375
85,12277.6201171875
86,1761.1468505859375
87,8391.1591796875
88,1102.6630859375
89,1635.4163818359375
90,13156.7275390625
91,5069.14208984375
92,1762.6463623046875
93,782.023681640625
94,2662.260009765625
95,1001.4481201171876
96,1043.5982666015623
97,3653.3232421875
98,1006.1798095703124
99,9032.4638671875
100,718.3931884765625
101,1768.6087646484375
102,3313.955078125
103,1017.1502685546876
104,5828.7861328125
105,809.6009521484375
106,9124.53515625
107,992.1444702148438
108,645.8197631835938
109,4338.2138671875
110,3225.37158203125
111,6517.30908203125
112,1072.7308349609377
113,772.52001953125
114,4153.3935546875
115,2291.11962890625
116,16823.00390625
117,1486.924560546875
118,1032.8846435546877
119,737.0934448242188
120,379.00006103515625
121,13330.51171875
122,451.1210021972656
123,3197.6533203125
124,12169.6728515625
125,916.958251953125
126,1186.440185546875
127,2307.318115234375
128,2468.263916015625
129,4215.87109375
130,1434.3734130859375
131,1524.90283203125
132,693.8833618164062
133,622.5916748046875
134,627.7798461914062
135,2651.7646484375
136,378.15228271484375
137,2037.87255859375
138,4995.54541015625
139,2981.138671875
140,463.3710021972656
141,8621.4150390625
142,1269.9571533203125
143,17403.466796875
144,4585.3251953125
145,743.7803344726562
146,1404.1529541015625
147,16155.2294921875
