id,price
0,4327.878023897924
1,1031.1807887306381
2,16863.30749849812
3,6634.573602591189
4,1499.3266810715209
5,2145.646100665283
6,1918.170033648626
7,1864.4962984895085
8,3710.6311975187887
9,15554.840720082466
10,3490.5875486660907
11,612.0857957004802
12,732.3558280977912
13,4011.5725182001083
14,877.8830441658432
15,4439.217921918026
16,1595.3424120072968
17,3879.983214079581
18,554.2515100864339
19,3763.0314638299465
20,836.9556358607286
21,8436.652664542225
22,780.7979009028631
23,11267.3506963407
24,4320.285058966785
25,6915.315854071431
26,5294.024784740276
27,640.6872546027893
28,2339.264552987861
29,15921.120443757229
30,671.4956038983328
31,4290.292730054185
32,9179.136708737313
33,6071.922718364799
34,1654.5536817641864
35,1573.343138134917
36,634.0505165962061
37,2366.95244873768
38,16373.612534934957
39,399.2191894705855
40,1023.611398667814
41,6015.98048593645
42,2325.4809056711256
43,5137.561354400385
44,1931.9684098921953
45,1351.4069385033954
46,5522.6287834264585
47,5590.264736799548
48,3561.6753446247267
49,1304.1070144856185
50,536.2919509570158
51,742.8389274907663
52,576.2122297260147
53,2745.2176684355045
54,4562.329936071517
55,814.0834131150011
56,4405.664069871773
57,1901.4014964878634
58,2196.6158965962095
59,890.1088932940061
60,5852.363080708
61,7802.928029110902
62,1313.680120970375
63,4206.43835447671
64,3776.9213676707564
65,6802.734766412052
66,2779.2836377182844
67,3732.552289275525
68,772.8096801750391
69,717.7256403815595
70,5252.78623649932
71,4890.473198503107
72,1042.2608395070124
73,5052.37160909334
74,2866.593782039312
75,16301.464511522812
76,17029.433901035158
77,13173.244980747928
78,820.3982726223413
79,11487.011965729604
80,3632.005163762439
81,6311.029070958597
82,6375.174522917857
83,13378.64788576511
84,6495.415255475749
85,12639.446094942296
86,1819.825874642832
87,8599.904852534082
88,1084.17822999344
89,1939.8239950967984
90,13013.372329577971
91,5131.825142131062
92,1747.6754381951923
93,796.8351180131641
94,2542.589748332965
95,995.152858549143
96,1048.217264371307
97,3525.9590641762675
98,973.0935701194787
99,9260.3429628261
100,805.299292990592
101,1744.104334548946
102,3340.7821908644883
103,1033.0944051796641
104,6263.708538257045
105,842.2880652423592
106,9315.638046030223
107,1094.042878754898
108,630.0686151043794
109,4332.4548728648915
110,3919.8207965023057
111,6480.061155360217
112,1321.0203493262677
113,738.8128578443971
114,4221.787123660108
115,2345.73522166493
116,16676.61843806713
117,1478.5164188145943
118,1075.0436173814603
119,772.2349970978096
120,435.96386777590914
121,13386.56444988508
122,467.0881000203027
123,3367.1650890594324
124,11850.763114851005
125,923.46350857603
126,1219.5021749703753
127,2384.277953111907
128,2605.247056736649
129,4320.869096386704
130,1571.7961986044456
131,1880.8767182507324
132,711.9736136754125
133,725.2340084987841
134,625.7447673170365
135,2722.1398267348904
136,434.71696240318374
137,1924.1050587405236
138,4982.011876045715
139,3094.194083552258
140,493.38059239638807
141,8716.706306348467
142,1282.5469733432374
143,17123.825578813747
144,4468.319293183483
145,743.8082391273562
146,1592.476753316773
147,17200.32077548719
148,12213.86584249912
149,5813.61334782889
150,4004.4839888172046
151,9581.822303496181
152,618.2666963845844
153,2237.1829561211516
154,4210.166762426086
155,4686.481184821737
156,6718.203647549906
157,13842.671050702469
158,2093.0800980895724
159,12311.899372530313
160,2623.8421767130108
161,3941.2283542601363
162,453.47681677453403
163,4467.236181844912
164,2510.7149909560894
165,858.565623337132
166,828.0404694417466
167,4278.430269793031
168,3495.8083407464965
169,17142.07678664087
170,10243.06839292157
171,10749.072892089313
172,1970.2329427685402
173,11923.334991894557
174,573.1673782228012
175,838.0736183230696
176,909.5687215311812
177,742.8389274907663
178,1247.7691117240454
179,5137.561354400385
180,1136.0118952129278
181,2086.057114518204
182,2614.3666499847436
183,643.0204593994433
184,3048.3684698509546
185,613.843816126498
186,4907.230693253683
187,5899.806838157657
188,7621.194129841832
189,15369.604267726836
190,7833.928741062667
191,2838.3462701877165
192,2402.9431461372933
193,782.8419965410205
194,3719.9836073432452
195,7400.91011743906
196,3446.911625233038
197,5919.39731811028
198,1627.111385712327
199,11498.714318767748
200,838.0137600990219
201,995.152858549143
202,885.2383507140594
203,6395.488872522801
204,5142.375510412017
205,5929.796313501665
206,1211.207141745843
207,2203.6736952464753
208,7950.065630431184
209,4011.5725182001083
210,513.1046471961989
211,4769.583017074305
212,2494.782358304716
213,1361.1808312477942
214,1292.9726452097636
